App,Tenant,VRF,Tier - (App/Web/DB),Subnet,Gateway,Sunbet Mask,Virtual or BareMetal Server,Contract Provided,L3,domain,vm provider,AEP,Contract Consumed,L3Out2,Application_Profile
2072,DevQA,DQA,APP,10.173.239.0,10.173.239.1,27,vmm,Golf_to_all_DQA,GOLF-DQA-L3-Out,AE_VMM_NonProd_vDS,vmware,AE_NonProd_AEP,FW_to_all_DevQA,FW-DQA-L3_Out,AP
