CDP Policy Name,LLDP Policy Name,Port-Channel Name,Port-Channel Mode,Policy_Name,Link_Level_Policy,AEP,Link-type,Domain_Type,VM_Provider,Domain,Leaf_Profile_Name,Swich_1_Name,Switch_2_Name
CDP-Enable,LLDP-Disable,LACP-Active,active,CH-99-A-M-VPC,10G,SPOD-1,node,vmm,vmware,SPOD-1,Spod-1_srv,S1001,S1002
